Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
88,Duplicate Elimination,2,Duplicate Elimination,679,SVM string similarity,,1,1,O(n^3),,,[https://dl.acm.org/doi/10.1145/956750.956759 Adaptive Duplicate Detection Algorithm (ADD) (2003)],Adaptive Duplicate Detection Algorithm (ADD),2003,https://dl.acm.org/doi/10.1145/956750.956759,,,,1,0,6,n: 6,O(n^3),,n,,,Word RAM,words,1,n: 1,$O(1)$,"Derived: For SVM, only need to store a constant number of support vectors",1,0,,0,,0,,0,0,,0,0,,,,,,1,0.7767563268,1,1.112931266,1,1.338342829,3316.983346,3.004235765,,4316983.346,4.617013078,,4901945847,6.099078567,,5,,,Databases
97,Optimal Policies for MDPs,2,Optimal Policies for MDPs,763,,,1,1,O(2^n),Any distribution of values,Steps are the same regardless of input,[https://www.jstor.org/stable/24900506 Bellman Value Iteration (VI) (1957)],Bellman Value Iteration (VI),1957,https://www.jstor.org/stable/24900506,,,,1,0,8,n: 8,O(2^n),n: number of states,n,,,Word/Real RAM,words,3,n: 3,O(n),"Only needs to store values (V) and policy (pi), both size O(n)",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Robotics
97,Optimal Policies for MDPs,2,Optimal Policies for MDPs,764,,,1,1,O(n^3),Any distribution of values,Steps are the same regardless of input,[http://web.mit.edu/dimitrib/www/dpchapter.pdf Howard Policy Iteration (PI) (1960)],Howard Policy Iteration (PI),1960,http://web.mit.edu/dimitrib/www/dpchapter.pdf,,,,1,1->3,6,n: 6,O(n^3),n: number of states,n,,,Word/Real RAM,words,3,n: 3,O(n),"Only needs to store values (V) and policy (pi), both size O(n)",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,Inf,Inf,1.00E+18,Inf,Inf,1.00E+27,Inf,Inf,1,,,Robotics
97,Optimal Policies for MDPs,2,Optimal Policies for MDPs,765,,,1,1,O(n^3),Any distribution of values,Steps are the same regardless of input,[ Puterman Modified Policy Iteration (MPI) (1974)],Puterman Modified Policy Iteration (MPI),1974,,,,,0,0,6,n: 6,O(n^3),n: number of states,n,,,Word/Real RAM,words,3,n: 3,O(n),"Only needs to store values (V) and policy (pi), both size O(n)",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,1,,,Robotics
101,Link Analysis,1,InDegree Analysis,792,,,1,1,O(m^2 n ),,,[https://www.w3.org/People/Massimo/papers/quest_hypersearch.pdf The INDEGREE Algorithm (1997)],The INDEGREE Algorithm,1997,https://www.w3.org/People/Massimo/papers/quest_hypersearch.pdf,,,,1,0,6,"m: 3,
n: 6",O(mn),"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,3,n: 3,O(n),Must maintain a list of visited nodes to eliminate duplication.,1,0,,0,,0,,0,0,,0,0,https://dl.acm.org/doi/pdf/10.1145/1052934.1052942,,,,,,,,,,,125000000,1,,1.25E+17,1,,1.25E+26,1,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,793,,,1,1,O(m n ),,,[http://ilpubs.stanford.edu:8090/422/1/1999-66.pdf The PAGERANK Algorithm (1998)],The PAGERANK Algorithm,1998,http://ilpubs.stanford.edu:8090/422/1/1999-66.pdf,,,,1,3->4,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,3,n: 3,O(n),Stores and updates an O(n)-sized vector designed to converge to some sort of stationary distribution,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,250000,500,499,250000000000,500000,499999,2.50E+17,500000000,499999999,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,794,,,1,1,O(n^2 k),,,[https://dl.acm.org/doi/pdf/10.1145/324133.324140 The (Hyperlink-Induced Topic Search) HITS Algorithm (1998)],The (Hyperlink-Induced Topic Search) HITS Algorithm,1998,https://dl.acm.org/doi/pdf/10.1145/324133.324140,,,,1,0,5,n: 5,O(n^2 k),"n: number of pages
m: number of hyperlinks?
k: number of iterations",n,,,Word RAM,words,3,n: 3,O(n),Stores and updates hub and authority values per node,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/HITS_algorithm#Algorithm,,,,,,,,,,,125000000,1,,1.25E+17,1,,1.25E+26,1,,3,,,Combinatorics
153,Link Analysis,0.001,Link Analysis,795,,,1,1,O(m^2 n ),,,[https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.585.7341&rep=rep1&type=pdf Kleinberg (1998)],Kleinberg,1998,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.585.7341&rep=rep1&type=pdf,,,,0,0,7,"m: 5,
n: 7",O(m^2 n ),"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,796,,,1,1,O(m^2 n ),,,[https://dl.acm.org/doi/abs/10.1145/382979.383041 The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm (2000)],The (Stochastic Approach for Link Structure Analysis) SALSA Algorithm,2000,https://dl.acm.org/doi/abs/10.1145/382979.383041,,,,0,0,7,"m: 5,
n: 7",O(m^2 n ),"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,3,n: 3,O(n)?,Stores and updates two O(n)-sized vectors (corresponding to 2 random walks) designed to converge to some sort of stationary distribution,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,797,,,1,1,O(m nlogn ),,,[https://dl.acm.org/doi/pdf/10.1145/383952.384003 Randomized HITS (2001)],Randomized HITS,2001,https://dl.acm.org/doi/pdf/10.1145/383952.384003,,,,0,0,6.01,"m: 3,
n: 6.01",O(m n\log n ),"n: number of pages
m: number of hyperlinks?",n,,,Word RAM,words,3,n: 3,O(n),Stores and updates hub and authority values per node,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,798,,,1,1,O(m n ),,,[http://web.cse.msu.edu/~cse960/Papers/LinkAnalysis/phits.pdf PHITS Coheng Chan (2000)],PHITS Coheng Chan,2000,http://web.cse.msu.edu/~cse960/Papers/LinkAnalysis/phits.pdf,,,,0,0,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of hyperlinks?
z: # of topics/categories",n,,,Word RAM,words,3,"n: 3,
z: 3",O(nz)?,"Needs to store P(z), P(d|z), and P(c|z) after each EM iteration (algorithm can be smart about intermediate calculations as to not use more than O(nz) space)",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,799,PageRank with categories/topics,,1,1,O(m n ),,,[http://www-cs-students.stanford.edu/~taherh/papers/topic-sensitive-pagerank.pdf Haveliwala (2002)],Haveliwala,2002,http://www-cs-students.stanford.edu/~taherh/papers/topic-sensitive-pagerank.pdf,,,,0,0,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of hyperlinks?
z: # of topics/categories",n,,,Word RAM,words,3,"n: 3,
z: 3",O(nz)?,Stores and updates z O(n)-sized vectors designed to converge to some stationary distributions,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,800,Personalized PageRank with hubs,,1,1,O(m n ),,,[http://infolab.stanford.edu/~glenj/spws.pdf Jeh and Widom (2003)],Jeh and Widom,2003,http://infolab.stanford.edu/~glenj/spws.pdf,,,,0,0,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of hyperlinks?
h: number of ""hub"" pages",n,,,Word RAM,words,3,"n: 3,
h: 3",O(nh),Stores and updates z O(n)-sized vectors designed to converge to some basis vectors,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,801,Query-dependent PageRank,,1,1,O(m n ),,,[https://homes.cs.washington.edu/~pedrod/papers/nips01b.pdf  Richardson and Domingos (2002)],Richardson and Domingos,2002,https://homes.cs.washington.edu/~pedrod/papers/nips01b.pdf,,,,0,0,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of hyperlinks?
l: number of words in lexicon",n,,,Word RAM,words,3,"n: 3,
l: 3",O(nl),See paper (noting that sum d_q can be as high as O(nl)),0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,802,,,1,1,O(m n ),,,[https://dl.acm.org/doi/10.1145/775152.775202 Tomlin (2003)],Tomlin,2003,https://dl.acm.org/doi/10.1145/775152.775202,,,,0,0,6,"m: 3,
n: 6",O(m n ),"n: number of pages
m: number of operations per page?",n,,,Word RAM,words,3,n: 3,O(n)?,Generally computes O(n) values per iteration (row + column sums and their ratios); algorithm can be smart about intermediate calculations as to not use more space asymptotically,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
153,Link Analysis,1,Link Analysis,803,,,1,1,O(mn ),,,[https://homes.cs.washington.edu/~karlin/papers/web-search.pdf Achlioptas (2001)],Achlioptas,2001,https://homes.cs.washington.edu/~karlin/papers/web-search.pdf,,,,0,0,6,"m: 3,
n: 6",O(mn ),"n: number of pages
m: number of operations per page?
l: number of words in lexicon",n,,,Word RAM,words,5,"n: 5,
l: 5",O((n+l)^2)?,Computes a constant number of SVDs of O((n+l)^2)-sized matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
107,Point-in-Polygon,2,Point-in-Polygon,830,,,1,1,O(n),,,[https://dl.acm.org/doi/pdf/10.1145/368637.368653 Ray casting algorithm Shimrat; M (1962)],Ray casting algorithm Shimrat; M,1962,https://dl.acm.org/doi/pdf/10.1145/368637.368653,7,0,,1,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of ray direction and how many polygon sides intersect with the ray,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,1,,1000000,1,,1000000000,1,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,831,,,1,1,O(a),,,[https://doi.org/10.1007/BF01934125 Nordbeck and Rystedt (Grid Method) (1967)],Nordbeck and Rystedt (Grid Method),1967,https://doi.org/10.1007/BF01934125,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,Real RAM,words,3,n: 3,O(n),https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,832,,,1,1,O(nlogn),,,[https://doi.org/10.1016/0098-3004(78)90085-7 Salomon (Swath Method) (1978)],Salomon (Swath Method),1978,https://doi.org/10.1016/0098-3004(78)90085-7,,,,0,0,4,n: 4,O(n\log n),n: number of edges of polygon,n,,,Real RAM,words,5,n: 5,O(n^2),https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,833,,,1,1,O(n),,,[https://doi.org/10.1007/BF01934125 Nordbeck and Rystedt (Sum of area) (1967)],Nordbeck and Rystedt (Sum of area),1967,https://doi.org/10.1007/BF01934125,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current triangle and total area sum,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,834,,,1,1,O(n),,,[http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf Preparata and Shamos (Wedge) (1985)],Preparata and Shamos (Wedge),1985,http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,3,n: 3,O(n),https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,0,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,835,,,1,1,O(n),,,[https://doi.org/10.1080/02693798708927823 Saalfeld (Sign of offset) (1987)],Saalfeld (Sign of offset),1987,https://doi.org/10.1080/02693798708927823,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current sides (2) being looked at,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,836,,,1,1,O(n),,,[http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf Preparata and Shamos (Intersection sum of angle) (1985)],Preparata and Shamos (Intersection sum of angle),1985,http://www.cs.kent.edu/~dragan/CG/CG-Book.pdf,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current angle and cumulative angle sum,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
107,Point-in-Polygon,2,Point-in-Polygon,837,,,1,1,O(n),,,[https://doi.org/10.1007/BF01934125 Nordbeck and Rystedt (Orientation) (1967)],Nordbeck and Rystedt (Orientation),1967,https://doi.org/10.1007/BF01934125,,,,0,0,3,n: 3,O(n),n: number of edges of polygon,n,,,Real RAM,words,1,n: 1,O(1),Only need to keep track of current side being looked at,1,0,,0,,0,,0,0,,0,0,https://ir.nctu.edu.tw/bitstream/11536/749/1/A1997WM15100010.pdf,,,,,,,,,,,1000,,,,,,,,,6,,,Image Processing
120,Integer Relation,2,Integer Relation,921,,,1,1,O(n^3),,,[https://www.ams.org/journals/bull/1979-01-06/S0273-0979-1979-14691-3/S0273-0979-1979-14691-3.pdf Ferguson–Forcade algorithm (1979)],Ferguson–Forcade algorithm,1979,https://www.ams.org/journals/bull/1979-01-06/S0273-0979-1979-14691-3/S0273-0979-1979-14691-3.pdf,,,,1,0,6,n: 6,O(n^3),n: number of real numbers to find integer relation for,n,,,Word RAM,words,5,n: 5,O(n^2),Derived: Uses auxiliary $n\times n$ matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,1,,1.00E+18,1,,1.00E+27,1,,3,,,Numerical Analysis
120,Integer Relation,2,Integer Relation,922,Lattice-based,,1,1,O(n^4),,,[https://www.math.leidenuniv.nl/~hwl/PUBLICATIONS/1982f/art.pdf LLL algorithm (1982)],LLL algorithm,1982,https://www.math.leidenuniv.nl/~hwl/PUBLICATIONS/1982f/art.pdf,,,,0,0,7,n: 7,O(n^4),n: number of real numbers to find integer relation for,n,https://www.math.leidenuniv.nl/~hwl/PUBLICATIONS/1982f/art.pdf,0,Word RAM,words,5,n: 5,O(n^2),"Derived: Uses n auxiliary vectors each of length n, as well as an nxn matrix",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Numerical Analysis
120,Integer Relation,2,Integer Relation,924,Partial Sum of Squares,,1,1,O(n^3),,,[https://www.ams.org/journals/mcom/1989-53-188/S0025-5718-1989-0979934-9/S0025-5718-1989-0979934-9.pdf PSOS algorithm (1988)],PSOS algorithm,1988,https://www.ams.org/journals/mcom/1989-53-188/S0025-5718-1989-0979934-9/S0025-5718-1989-0979934-9.pdf,,,,0,0,6,n: 6,O(n^3),n: number of real numbers to find integer relation for,n,,,Word RAM,words,5,n: 5,O(n^2),Derived: Uses multiple nxn auxiliary matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Numerical Analysis
120,Integer Relation,2,Integer Relation,925,Partial Sum of Squares using QR decomposition,,1,1,O(n^3),,,[https://www.ams.org/journals/mcom/1999-68-225/S0025-5718-99-00995-3/S0025-5718-99-00995-3.pdf PSLQ algorithm (1992)],PSLQ algorithm,1992,https://www.ams.org/journals/mcom/1999-68-225/S0025-5718-99-00995-3/S0025-5718-99-00995-3.pdf,,,,0,0,6,n: 6,O(n^3),n: number of real numbers to find integer relation for,n,,,Word RAM,words,5,n: 5,O(n^2),Derived: Uses multiple nxn auxiliary matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Numerical Analysis
123,Logarithm Calculations,2,Discrete Logarithm Over Finite Fields,939,,,1,1,O(2^n),,,[NA Trial Multiplication (1940)],Trial Multiplication,1940,NA,,,,0,0,8,n: 8,O(2^n),n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,1,n: 1,$O(1)$,"Derived: Each power $k$ that you try in the brute force search is size $O(\log n)$, which is $O(1)$ when considering $O(\log n)$ size words. Only need to keep track of one at a time.",1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Discrete_logarithm#Algorithms,,,,,1,,1,,1,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,2,Discrete Logarithm Over Finite Fields,940,,,1,1,O(2^{\sqrt{n}}),,,[https://doi.org/10.1090/pspum/020 Baby-step Giant-step (1971)],Baby-step Giant-step,1971,https://doi.org/10.1090/pspum/020,,,,0,0,8,n: 8,O(2^{\sqrt{n}}),n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,8,n: 8,$O(2^{\sqrt{n}})$,Derived: Uses a hash table of this size,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Baby-step_giant-step,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,1,Discrete Logarithm Over Finite Fields,941,,,1,1,O(2^n),,,[https://www.sciencedirect.com/science/article/pii/S0890540198927614 Function Field Sieve (FFS) (1999)],Function Field Sieve (FFS),1999,https://www.sciencedirect.com/science/article/pii/S0890540198927614,,,,0,0,8,n: 8,O(2^n),n: number of digits/bits in the order of the finite group,n,,,,bits,3,n: 3,O(n^{2/3})?,same space as Number Field Sieve?,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,1,"Discrete Logarithm Over Finite Fields, F_q",942,,,1,1,$O(e^{(sqrt(2) sqrt(n*logn))})$,,,[NA Index calculus algorithm (1922)],Index calculus algorithm,1922,NA,,,,1,0,8,n: 8,$O(e^{(\sqrt(2) \sqrt(n*logn))})$,"n: number of digits/bits in the order of the finite group
r: size of factor base",n,,,RAM?,bits,3,"n: 3,
r: 5",O(n+r^2)?,See Dixon's algorithm for factoring integers; also works with an O(r)-by-O(r) sized matrix (to obtain discrete logs of primes in factor base),1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Index_calculus_algorithm,,,,,1000,,1000000,,1000000000,,Inf,1,,Inf,1,,Inf,1,,1,,,Statistics
123,Logarithm Calculations,2,Discrete Logarithm Over Finite Fields,943,,,1,1,O(2^n),,,[http://www.ams.org/notices/199612/pomerance.pdf Number Field Sieve (NFS) (1990)],Number Field Sieve (NFS),1990,http://www.ams.org/notices/199612/pomerance.pdf,,,,0,0,8,n: 8,$O(2^n)$,n: number of digits/bits in the order of the finite group,n,,,,bits,3,n: 3,O(n^{2/3}),http://www.ams.org/notices/199612/pomerance.pdf,0,1,,0,,0,,0,0,,0,0,https://core.ac.uk/download/pdf/15590206.pdf,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,1,Discrete Logarithm Over Finite Fields,944,,,1,1,"O(2^{\sqrt{n}}), only for primes; does much better for composites",,,[https://dl.acm.org/citation.cfm?id=2269283 Pohlig-Hellman (1978)],Pohlig-Hellman,1978,https://dl.acm.org/citation.cfm?id=2269283,,,,0,0,8,n: 8,"O(2^{\sqrt{n}}), only for primes; does much better for composites",n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,8,n: 8,$O(2^{\sqrt{n}})$ (though only for primes),A step in the algorithm involves using baby-steps giant-steps to compute discrete logs; the rest of the algorithm (including CRT and repeated powers) isn't as intensive,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,1,Discrete Logarithm Over Finite Fields,945,,,1,1,O(2^{(n/2)}),,,[https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf Pollard's rho algorithm (1978)],Pollard's rho algorithm,1978,https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf,,,,0,0,8,n: 8,$O(2^{(n/2)})$,n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,1,n: 1,O(1),Stores a constant number of O(n)-bit values per iteration,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,1,Discrete Logarithm Over Finite Fields,946,,,1,1,O(2^n),,,[https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf Pollard's kangaroo algorithm (1978)],Pollard's kangaroo algorithm,1978,https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf,,,,0,0,8,n: 8,O(2^n),n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,1,n: 1,O(1),"Stores a constant number of O(n)-bit values (a, b, x_i, d, x_N, y_i, d_i) per iteration; assumes that the pseudorandom map is part of the input",1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Pollard%27s_kangaroo_algorithm,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
135,Tower of Hanoi,2,Tower of Hanoi,973,,0,1,1,O(2^n),(no distribution to talk about here),(none),[NA Iteration based (1883)],Iteration based,1883,NA,1,1,https://marcin-chwedczuk.github.io/iterative-solution-to-towers-of-hanoi-problem,1,0,8,n: 8,O(2^n),n: number of disks,n,,,Word RAM,bits,3,n: 3,O(n),Only need to keep track of current configuration,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Tower_of_Hanoi,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
135,Tower of Hanoi,2,Tower of Hanoi,974,,0,1,1,O(2^n),(no distribution to talk about here),(none),[NA Recursion based (1940)],Recursion based,1940,NA,,,,0,0,8,n: 8,O(2^n),n: number of disks,n,,,Word RAM,bits,4,n: 4,O(n \log n),"Need to keep track of an O(n)-sized recursive stack, each entry requiring O(log n) space (i.e. which tower size to manipulate)",1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Tower_of_Hanoi,,,,,,,,,,,Inf,,,,,,,,,1,,,Combinatorics
135,Tower of Hanoi,2,Tower of Hanoi,975,,0,1,1,O(2^n),(no distribution to talk about here),(none),[NA Non-recursion based (1940)],Non-recursion based,1940,NA,,,,0,0,8,n: 8,O(2^n),n: number of disks,n,,,Word RAM,bits,3,n: 3,O(n),Only need to keep track of current configuration,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Tower_of_Hanoi,,,,,,,,,,,Inf,,,,,,,,,1,,,Combinatorics
135,Tower of Hanoi,2,Tower of Hanoi,976,,0,1,1,O(2^n),(no distribution to talk about here),(none),[NA Gray-code based (1940)],Gray-code based,1940,NA,,,,0,0,8,n: 8,O(2^n),n: number of disks,n,,,Word RAM,bits,3,n: 3,O(n),Need to keep track of an n-bit counter for Gray codes,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Tower_of_Hanoi,,,,,,,,,,,Inf,,,,,,,,,1,,,Combinatorics
135,Tower of Hanoi,0.001,Tower of Hanoi,977,,0,1,1,O(2^n),(no distribution to talk about here),(none),[https://books.google.com/books/about/Topics_in_Graph_Theory.html?id=pSv3XotPCQgC Hanoi graph (2008)],Hanoi graph,2008,https://books.google.com/books/about/Topics_in_Graph_Theory.html?id=pSv3XotPCQgC,,,,0,0,8,n: 8,O(2^n),n: number of disks,n,,,Word RAM,bits,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Combinatorics
138,One-Way Hash Functions,1,Unkeyed Hash Functions,980,,0,0,1,O(n),any distribution?,needs to read entire string,[ MD5 (1991)],MD5,1991,,,,,1,0,3,n: 3,O(n),n: length of string,n,,,Word RAM,bits,1,n: 1,O(1) auxiliary?,"only need constant padding, 128-bit state being manipulated, and constant-sized non-linear functions (i.e. operating on O(1) bits). Also based off of Merkle-Damgard construction",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000,,,,,,,,,6,,,Cryptography
