,Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,Unnamed: 12,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
331,143,Greatest Common Divisor,1.0,Greatest Common Divisor,1004.0,,,1,1,O(n^2),,,[ Lehmer's GCD algorithm (1940)],Lehmer's GCD algorithm,1940,,,,,0,0,5,n: 5,O(n^2),n: sum of number of bits among the two integers,n,,,Word RAM? words size O(1),bits,3,n: 3,O(n),"Store only the current values being iterated on, and an O(1)-sized matrix with O(n)-bit numbers",1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Statistics
332,143,Greatest Common Divisor,1.0,Greatest Common Divisor,1005.0,,,1,1,O(n^2),,,[https://arxiv.org/abs/0910.0095 Binary GCD algorithm (1967)],Binary GCD algorithm,1967,https://arxiv.org/abs/0910.0095,,,,0,0,5,n: 5,O(n^2),n: sum of number of bits among the two integers,n,,,Word RAM? words size O(1),bits,3,n: 3,O(n),Store only the current values being iterated on,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Statistics
333,143,Greatest Common Divisor,1.0,Greatest Common Divisor,,,,1,1,O(n log^2 n log log n),,,"[https://hal.inria.fr/file/index/docid/71533/filename/RR-5050.pdf Sthele, Zimmermann (2006)]","Sthele, Zimmermann",2006,https://hal.inria.fr/file/index/docid/71533/filename/RR-5050.pdf,,,,1,0,4.011,n: 4.011,O(n \log^2 n \log \log n),n: sum of number of bits among the two integers,n,,,Word RAM? words size O(1),bits,3,n: 3,O(n)??,Depends on Schonhage-Strassen multiplication,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,33056.34051,30.25138248,0.05301736662,86044249.58,11621.92715,0.1523784375,146555204661,6823367.361,0.2692449252,4,,,Statistics
334,147,Deadlock avoidance,1.0,Deadlock Avoidance,1019.0,,,1,1,O(mn^2),,,[https://www.cs.utexas.edu/users/EWD/ewd01xx/EWD108.PDF Banker's Algorithm (1966)],Banker's Algorithm,1966,https://www.cs.utexas.edu/users/EWD/ewd01xx/EWD108.PDF,,,,1,0,5,"m: 3,
n: 5",O(mn^2),"n: number of processes
m: number of resource types",n,,,Word RAM,words,3,"n: 3,
m: 3",O(mn),"Main space-consuming arrays needed include ""Max,"" ""Allocation,"" and ""Need,"" which are all n*m arrays. Other arrays are either O(n) or O(m)-sized",1.0,0.0,,0,,0,,0,0,,0,0,https://www.cs.colorado.edu/~rhan/CSCI_3753_Spring_2005/CSCI_3753_Spring_2005/Lectures/03_01_05_deadlock.pdf,,,,,,,,,,,,1,,,1,,,1,,3,,,Operating Systems
335,148,Page Replacements,1.0,Offline,1020.0,,,1,1,O(n^2),,,[ The theoretically optimal page replacement algorithm (1940)],The theoretically optimal page replacement algorithm,1940,,2,1.0,,1,0,5,n: 5,O(n^2),"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache; linear scan for searching for page not being used for the longest only requires O(1) auxiliary space,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,1,,1000000000000,1,,1.00E+18,1,,4,,,Operating Systems
336,148,Page Replacements,1.0,Online,1021.0,,,1,1,O(nk)?,,,[ Not recently used (1940)],Not recently used,1940,,,,,0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + reference bits only,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
337,148,Page Replacements,1.0,Online,1022.0,,,1,1,O(nk)?,,,"[ First-in, first-out (1940)]","First-in, first-out",1940,,,,,0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + reference bits only,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
338,148,Page Replacements,1.0,Online,1023.0,,,1,1,O(nk)?,,,[ Second-chance (1940)],Second-chance,1940,,,,,0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + reference bits only,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
339,148,Page Replacements,1.0,Online,1024.0,,,1,1,O(nk)?,,,[ Clock (1940)],Clock,1940,,,,,0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + reference bits only (plus iterator),1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
340,148,Page Replacements,1.0,Online,1025.0,,,1,1,O(nk)?,,,[ Least recently used (1940)],Least recently used,1940,,,,,0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + info related to time last referenced for each of k pages,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
341,148,Page Replacements,1.0,Online,1026.0,,,1,0,O(n),,,[ Random (1940)],Random,1940,,,,,0,0,3,n: 3,O(n),"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k)?,Need to keep track of cache?,1.0,0.0,,1,,0,,0,0,,0,0,,,,,,,,,,,,1000.0,,,,,,,,,4,,,Operating Systems
342,148,Page Replacements,1.0,Online,1027.0,,,1,1,O(nk)?,,,[ Not frequently used (NFU) (1940)],Not frequently used (NFU),1940,,,,,0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + reference counters only,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
343,148,Page Replacements,1.0,Online,1028.0,,,1,1,O(nk)?,,,[ Aging (1940)],Aging,1940,,,,,0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + reference counters only,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
344,148,Page Replacements,1.0,Online,1029.0,,,1,1,O(nk)?,,,[https://www.researchgate.net/profile/Gyanendra-Kumar-3/publication/319467661_A_Novel_Longest_Distance_First_Page_Replacement_Algorithm/links/59b209f1aca2728472d14684/A-Novel-Longest-Distance-First-Page-Replacement-Algorithm.pdf Longest distance first (LDF) page replacement algorithm (2017)],Longest distance first (LDF) page replacement algorithm,2017,https://www.researchgate.net/profile/Gyanendra-Kumar-3/publication/319467661_A_Novel_Longest_Distance_First_Page_Replacement_Algorithm/links/59b209f1aca2728472d14684/A-Novel-Longest-Distance-First-Page-Replacement-Algorithm.pdf,,,,0,0,3,"n: 3,
k: 3",O(nk)?,"n: number of page requests
k: number of pages able to fit in cache",n,,,Word RAM,words,1,"k: 3,
n: 1",O(k),Need to keep track of cache + information related to position of pages,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Operating Systems
345,9,Linear System,2.0,General Linear System,102.0,,,1,1,O(n^3),Presumably any continuous random matrix distribution?,"(none, though intuitively it seems ""rare"" to run into special cases where runtime is smaller)",[- Gaussian-Jordan Elimination (-150)],Gaussian-Jordan Elimination,-150,-,1,1.0,,1,0,4.5,"n: 6,
n^2: 4.5",$O(n^3)$,n: number of variables and number of equations,n^2,,,Word RAM,words,3,"n: 5,
n^2: 3",O(n^2),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Levinson_recursion,"a system of linear equations (or linear system) is a collection of one or
 more linear equations involving the same set of variables.",,,"n:m:k
1:1:1",,,,,,,36926037.0,1,,3.70E+16,1,,3.70E+25,1,,3,,,Numerical Analysis
346,9,Linear System,2.0,"Positive Definite, Hermitian Matrix",102.0,,,1,1,O(n^3),Presumably any continuous random matrix distribution?,"(none, though intuitively it seems ""rare"" to run into special cases where runtime is smaller)",[- Gaussian-Jordan Elimination (-150)],Gaussian-Jordan Elimination,-150,-,1,1.0,,1,0,4.5,"n: 6,
n^2: 4.5",$O(n^3)$,n: number of variables and number of equations,n^2,,,Word RAM,words,3,"n: 5,
n^2: 3",O(n^2),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Levinson_recursion,"a system of linear equations (or linear system) is a collection of one or
 more linear equations involving the same set of variables.",,,"n:m:k
1:1:1",,,,,,,36926037.0,1,,3.70E+16,1,,3.70E+25,1,,3,,,Numerical Analysis
347,9,Linear System,2.0,"Non-Definite, Symmetric Matrix",102.0,,,1,1,O(n^3),Presumably any continuous random matrix distribution?,"(none, though intuitively it seems ""rare"" to run into special cases where runtime is smaller)",[- Gaussian-Jordan Elimination (-150)],Gaussian-Jordan Elimination,-150,-,1,1.0,,1,0,4.5,"n: 6,
n^2: 4.5",$O(n^3)$,n: number of variables and number of equations,n^2,,,Word RAM,words,3,"n: 5,
n^2: 3",O(n^2),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Levinson_recursion,"a system of linear equations (or linear system) is a collection of one or
 more linear equations involving the same set of variables.",,,"n:m:k
1:1:1",,,,,,,36926037.0,1,,3.70E+16,1,,3.70E+25,1,,3,,,Numerical Analysis
348,9,Linear System,2.0,Toeplitz Matrix,102.0,,,1,1,O(n^3),Presumably any continuous random matrix distribution?,"(none, though intuitively it seems ""rare"" to run into special cases where runtime is smaller)",[- Gaussian-Jordan Elimination (-150)],Gaussian-Jordan Elimination,-150,-,1,1.0,,1,0,4.5,"n: 6,
n^2: 4.5",$O(n^3)$,n: number of variables and number of equations,n^2,,,Word RAM,words,3,"n: 5,
n^2: 3",O(n^2),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Levinson_recursion,"a system of linear equations (or linear system) is a collection of one or
 more linear equations involving the same set of variables.",,,"n:m:k
1:1:1",,,,,,,36926037.0,1,,3.70E+16,1,,3.70E+25,1,,3,,,Numerical Analysis
349,9,Linear System,2.0,Vandermonde Matrix,102.0,,,1,1,O(n^3),Presumably any continuous random matrix distribution?,"(none, though intuitively it seems ""rare"" to run into special cases where runtime is smaller)",[- Gaussian-Jordan Elimination (-150)],Gaussian-Jordan Elimination,-150,-,1,1.0,,1,0,4.5,"n: 6,
n^2: 4.5",$O(n^3)$,n: number of variables and number of equations,n^2,,,Word RAM,words,3,"n: 5,
n^2: 3",O(n^2),can be easily derived,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Levinson_recursion,"a system of linear equations (or linear system) is a collection of one or
 more linear equations involving the same set of variables.",,,"n:m:k
1:1:1",,,,,,,36926037.0,1,,3.70E+16,1,,3.70E+25,1,,3,,,Numerical Analysis
350,25,Line Clipping,2.0,Convex Polygonal Window,267.0,,,1,1,O(np),^ see above,^ see above,[https://www.sciencedirect.com/science/article/pii/0097849378900213 Cyrus–Beck (1978)],Cyrus–Beck,1978,https://www.sciencedirect.com/science/article/pii/0097849378900213,,,,0,0,3,"n: 3,
p: 3",O(np),"n: number of lines
p: number of edges/faces on polygon/polyhedron",n,,,Word/Real RAM,words,1,n: 1,O(1),"Easily derived? (O(1) per segment, space can be re-used)",1.0,0.0,,0,,0,,0,0,,0,0,,"line clipping is the process of removing lines or portions of lines outside an area
 of interest. Typically; any line or part thereof which is outside of the viewing
 area is removed.",,,,,,,,,,1000.0,1,,,,,,,,6,,,Image Processing
351,25,Line Clipping,2.0,Convex Polyhedral window,267.0,,,1,1,O(np),^ see above,^ see above,[https://www.sciencedirect.com/science/article/pii/0097849378900213 Cyrus–Beck (1978)],Cyrus–Beck,1978,https://www.sciencedirect.com/science/article/pii/0097849378900213,,,,0,0,3,"n: 3,
p: 3",O(np),"n: number of lines
p: number of edges/faces on polygon/polyhedron",n,,,Word/Real RAM,words,1,n: 1,O(1),"Easily derived? (O(1) per segment, space can be re-used)",1.0,0.0,,0,,0,,0,0,,0,0,,"line clipping is the process of removing lines or portions of lines outside an area
 of interest. Typically; any line or part thereof which is outside of the viewing
 area is removed.",,,,,,,,,,1000.0,1,,,,,,,,6,,,Image Processing
352,12,Convex Hull,1.0,2-dimensional,131.0,,,1,1,O(nlogn),,,[https://dl.acm.org/citation.cfm?id=359430 Preparata and Hong (1977)],Preparata and Hong,1977,https://dl.acm.org/citation.cfm?id=359430,,,,0,0,4,n: 4,$O(nlogn)$,"n: number of line segments
h: number of points on the convex hull",n,,,Real RAM,words,3,n: 3,O(n)?,Divide and conquer can be done in linear space total as space can be reused after conquer steps,1.0,0.0,,0,,0,,0,0,,0,0,,"the convex hull or convex envelope or convex closure of a set X of points
 in the Euclidean plane or in a Euclidean space
 (or; more generally; in an affine space over the reals) is the smallest 
convex set that contains X. ",,,h = n^0.5,,,,,,,9965.0,100351.2293,,,,,,,,3,,,Image Processing
353,12,Convex Hull,1.0,3-dimensional,131.0,,,1,1,O(nlogn),,,[https://dl.acm.org/citation.cfm?id=359430 Preparata and Hong (1977)],Preparata and Hong,1977,https://dl.acm.org/citation.cfm?id=359430,,,,0,0,4,n: 4,$O(nlogn)$,"n: number of line segments
h: number of points on the convex hull",n,,,Real RAM,words,3,n: 3,O(n)?,Divide and conquer can be done in linear space total as space can be reused after conquer steps,1.0,0.0,,0,,0,,0,0,,0,0,,"the convex hull or convex envelope or convex closure of a set X of points
 in the Euclidean plane or in a Euclidean space
 (or; more generally; in an affine space over the reals) is the smallest 
convex set that contains X. ",,,h = n^0.5,,,,,,,9965.0,100351.2293,,,,,,,,3,,,Image Processing
354,12,Convex Hull,1.0,2-dimensional,135.0,,,1,1,O(n log h),,,[https://link.springer.com/article/10.1007/BF02712873 Chan's algorithm (1996)],Chan's algorithm,1996,https://link.springer.com/article/10.1007/BF02712873,,,,0,0,4,"n: 4,
h: 2",$O(n log h)$,"n: number of line segments
h: number of points on the convex hull",n,,,Real RAM,words,3,n: 3,O(n),https://link.springer.com/article/10.1007/BF02712873,0.0,1.0,,0,,0,,0,0,,0,0,,"the convex hull or convex envelope or convex closure of a set X of points
 in the Euclidean plane or in a Euclidean space
 (or; more generally; in an affine space over the reals) is the smallest 
convex set that contains X. ",,,h = n^0.5,,,,,,,4982.0,200722.6014,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,3,,,Image Processing
355,12,Convex Hull,1.0,3-dimensional,135.0,,,1,1,O(n log h),,,[https://link.springer.com/article/10.1007/BF02712873 Chan's algorithm (1996)],Chan's algorithm,1996,https://link.springer.com/article/10.1007/BF02712873,,,,0,0,4,"n: 4,
h: 2",$O(n log h)$,"n: number of line segments
h: number of points on the convex hull",n,,,Real RAM,words,3,n: 3,O(n),https://link.springer.com/article/10.1007/BF02712873,0.0,1.0,,0,,0,,0,0,,0,0,,"the convex hull or convex envelope or convex closure of a set X of points
 in the Euclidean plane or in a Euclidean space
 (or; more generally; in an affine space over the reals) is the smallest 
convex set that contains X. ",,,h = n^0.5,,,,,,,4982.0,200722.6014,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,3,,,Image Processing
356,17,All-Pairs Shortest Paths (APSP),2.0,APSP on Dense Undirected Unweighted Graphs,186.0,,,1,1,O (n^{2.373} \log n),,,[https://www.sciencedirect.com/science/article/pii/S0022000085710781 Seidel's algorithm (1995)],Seidel's algorithm,1995,https://www.sciencedirect.com/science/article/pii/S0022000085710781,,,,1,0,5.373,n: 5.373,$O (n^{2.373} \log n)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,n: 5,$O(n^2)$,Derived: Uses four auxiliary $V \times V$ matrices,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,8100011.0,1524.155833,0.1906562983,234070670188821,52743383.02,0.5270777256,4.75E+21,2598646354631,0.9751005894,2,,,Combinatorics
357,17,All-Pairs Shortest Paths (APSP),2.0,APSP on Sparse Undirected Unweighted Graphs,186.0,,,1,1,O (n^{2.373} \log n),,,[https://www.sciencedirect.com/science/article/pii/S0022000085710781 Seidel's algorithm (1995)],Seidel's algorithm,1995,https://www.sciencedirect.com/science/article/pii/S0022000085710781,,,,1,0,5.373,n: 5.373,$O (n^{2.373} \log n)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,n: 5,$O(n^2)$,Derived: Uses four auxiliary $V \times V$ matrices,1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,8100011.0,1524.155833,0.1906562983,234070670188821,52743383.02,0.5270777256,4.75E+21,2598646354631,0.9751005894,2,,,Combinatorics
358,17,All-Pairs Shortest Paths (APSP),2.0,APSP on Dense Undirected Graphs with Positive Integer Weights,189.0,,,1,1,O(mn),,,[http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.22.7128&rep=rep1&type=pdf Thorup (1999)],Thorup,1999,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.22.7128&rep=rep1&type=pdf,1,1.0,https://dl.acm.org/doi/pdf/10.1145/316542.316548,1,3->4,6,"n: 6,
m: 3",$O(mn)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,6,"n: 6,
m: 3",$O(mn)$,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.22.7128&rep=rep1&type=pdf,0.0,1.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,222222.0,55555.61111,,222222222222,55555555556,,2.22E+17,5.56E+16,,2,,,Combinatorics
359,17,All-Pairs Shortest Paths (APSP),2.0,APSP on Sparse Undirected Graphs with Positive Integer Weights,189.0,,,1,1,O(mn),,,[http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.22.7128&rep=rep1&type=pdf Thorup (1999)],Thorup,1999,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.22.7128&rep=rep1&type=pdf,1,1.0,https://dl.acm.org/doi/pdf/10.1145/316542.316548,1,3->4,6,"n: 6,
m: 3",$O(mn)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,6,"n: 6,
m: 3",$O(mn)$,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.22.7128&rep=rep1&type=pdf,0.0,1.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,222222.0,55555.61111,,222222222222,55555555556,,2.22E+17,5.56E+16,,2,,,Combinatorics
360,17,All-Pairs Shortest Paths (APSP),2.0,APSP on Dense Directed Graphs with Arbitrary Weights,191.0,,,1,1,O(n^3 \log^3 \log n / \log^2 n),,,[http://tmc.web.engr.illinois.edu/moreapsp.pdf Chan (2009)],Chan,2009,http://tmc.web.engr.illinois.edu/moreapsp.pdf,,,,0,0,6,n: 6,$O(n^3 \log^3 \log n / \log^2 n)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,"n: 5,
m: 1",$O(n^2)$,"Derived: Dividing $A$ and $B$ into $V \times q$ and $q \times V$ matrices, in total using $O(V^2)$ space",1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,15111217.0,816.9877391,,,,,,,,2,,,Combinatorics
361,17,All-Pairs Shortest Paths (APSP),2.0,APSP on Dense Undirected Graphs with Arbitrary Weights,191.0,,,1,1,O(n^3 \log^3 \log n / \log^2 n),,,[http://tmc.web.engr.illinois.edu/moreapsp.pdf Chan (2009)],Chan,2009,http://tmc.web.engr.illinois.edu/moreapsp.pdf,,,,0,0,6,n: 6,$O(n^3 \log^3 \log n / \log^2 n)$,"$n$: number of vertices
$m$: number of edges",n,,,Word RAM,words,5,"n: 5,
m: 1",$O(n^2)$,"Derived: Dividing $A$ and $B$ into $V \times q$ and $q \times V$ matrices, in total using $O(V^2)$ space",1.0,0.0,,0,,0,,0,0,,0,0,,"the shortest path problem is the problem of finding a path between two vertices 
(or nodes) in a graph such that the sum of the weights of
 its constituent edges is minimized.",,,"V:E
0.5:1",,,,,,,15111217.0,816.9877391,,,,,,,,2,,,Combinatorics
362,47,Eigenvalues (Iterative Methods),2.0,Eigenpair closest to mu,398.0,,0.0,1,1,O(n^2),,,[https://onlinelibrary.wiley.com/doi/abs/10.1002/zamm.19210010104 Inverse iteration (1921)],Inverse iteration,1921,https://onlinelibrary.wiley.com/doi/abs/10.1002/zamm.19210010104,,,,0,0,3,"n: 5,
n^2: 3",O(n^2),n: dimension of matrix,n^2,,,Word/Real RAM,words,3,"n: 5,
n^2: 3",O(n^2),Need to compute and store $(A-mu*I)^{(-1)}$,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Numerical Analysis
363,47,Eigenvalues (Iterative Methods),2.0,Any eigenpair,398.0,,0.0,1,1,O(n^2),,,[https://onlinelibrary.wiley.com/doi/abs/10.1002/zamm.19210010104 Inverse iteration (1921)],Inverse iteration,1921,https://onlinelibrary.wiley.com/doi/abs/10.1002/zamm.19210010104,,,,0,0,3,"n: 5,
n^2: 3",O(n^2),n: dimension of matrix,n^2,,,Word/Real RAM,words,3,"n: 5,
n^2: 3",O(n^2),Need to compute and store $(A-mu*I)^{(-1)}$,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Numerical Analysis
364,47,Eigenvalues (Iterative Methods),2.0,Any eigenvalue,398.0,,0.0,1,1,O(n^2),,,[https://onlinelibrary.wiley.com/doi/abs/10.1002/zamm.19210010104 Inverse iteration (1921)],Inverse iteration,1921,https://onlinelibrary.wiley.com/doi/abs/10.1002/zamm.19210010104,,,,0,0,3,"n: 5,
n^2: 3",O(n^2),n: dimension of matrix,n^2,,,Word/Real RAM,words,3,"n: 5,
n^2: 3",O(n^2),Need to compute and store $(A-mu*I)^{(-1)}$,1.0,0.0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Numerical Analysis
365,47,Eigenvalues (Iterative Methods),2.0,Any eigenpair,399.0,,0.0,1,1,O(n^2),,,[- Rayleigh quotient iteration (1940)],Rayleigh quotient iteration,1940,-,,,,0,0,3,"n: 5,
n^2: 3",O(n^2),n: dimension of matrix,n^2,,,Word/Real RAM,words,3,"n: 5,
n^2: 3",O(n^2),Need to compute and store $(A-mu_i*I)^{(-1)}$,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Rayleigh_quotient_iteration#Algorithm,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Numerical Analysis
366,47,Eigenvalues (Iterative Methods),2.0,Any eigenvalue,399.0,,0.0,1,1,O(n^2),,,[- Rayleigh quotient iteration (1940)],Rayleigh quotient iteration,1940,-,,,,0,0,3,"n: 5,
n^2: 3",O(n^2),n: dimension of matrix,n^2,,,Word/Real RAM,words,3,"n: 5,
n^2: 3",O(n^2),Need to compute and store $(A-mu_i*I)^{(-1)}$,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Rayleigh_quotient_iteration#Algorithm,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Numerical Analysis
367,47,Eigenvalues (Iterative Methods),1.0,Eigenpair closest to mu,400.0,,0.0,1,1,O(n^2),,,[- LOBPCG algorithm (1948)],LOBPCG algorithm,1948,-,,,,0,0,3,"n: 5,
n^2: 3",O(n^2),n: dimension of matrix,n^2,,,Word/Real RAM,words,2.5,"n: 3,
n^2: 2.5",O(n)?,Requires only a constant number of $O(n)$-sized vectors per iteration,1.0,0.0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/LOBPCG,,,,,,,,,,,1000000.0,,,,,,,,,4,,,Numerical Analysis
